node_id,probability,true_label
94371218,0.9813614063848672,1.0
98623012,0.913299404798689,
94654139,0.9835498104896162,1.0
94299047,0.9805406873991884,1.0
94654164,0.9801422185946436,1.0
99222000,0.9502062719483204,1.0
94371211,0.9835498104896162,
94654155,0.9803647007622632,1.0
94654125,0.983681105773083,1.0
94654161,0.9802334054787962,1.0
94653853,0.9804656832271895,1.0
94371033,0.9835498104896162,
94371221,0.9804956257544268,1.0
94654140,0.9835498104896162,1.0
94299098,0.9803364731768631,1.0
94654271,0.9184944744100798,1.0
94654153,0.9803647007622632,1.0
98623031,0.9736916587883699,
94654134,0.9833273283219965,1.0
94371207,0.9835498104896162,
94371544,0.9813614063848672,1.0
94370914,0.9835498104896162,
94654057,0.9804656832271895,1.0
94371239,0.9805951937441317,1.0
94654137,0.9835498104896162,1.0
94371210,0.9804956257544268,1.0
94654120,0.9835498104896162,1.0
94654136,0.9835498104896162,1.0
94654132,0.9835498104896162,1.0
94654262,0.9802334054787962,1.0
98623109,0.9493830067491706,1.0
94654128,0.9838947026257078,1.0
94371216,0.9835498104896162,
94654162,0.9816408370036339,1.0
94654133,0.9835498104896162,1.0
94653822,0.9365133326737909,1.0
94370759,0.9835498104896162,
94299108,0.983205444782489,1.0
94370917,0.9566730660718668,
94654135,0.9835498104896162,1.0
94654261,0.9803647007622632,1.0
94654122,0.9835498104896162,1.0
94371247,0.9813614063848672,1.0
98624584,0.9345089089653912,
94370929,0.9835498104896162,1.0
94370918,0.9813614063848672,1.0
98623628,0.94880083846726,1.0
94299041,0.9807587498670113,1.0
94654172,0.9802334054787962,1.0
94654174,0.9803647007622632,1.0
94654166,0.9802334054787962,1.0
94654126,0.983681105773083,1.0
94654171,0.9803647007622632,1.0
94370482,0.9802731435868072,1.0
94654138,0.9835498104896162,1.0
94653825,0.9792230658554962,1.0
94370493,0.9804956257544268,1.0
115109562,0.9035123395689026,1.0
94654144,0.9834586236054633,1.0
94654124,0.983681105773083,1.0
94654156,0.9802334054787962,1.0
99222002,0.9835198747016018,1.0
94653854,0.9792230658554962,1.0
